country,country_name,year,level,code,label,parent,direction,weight,raw_value,score,integration_level
BHR,Bahrain,2015,1,ind_55,Non-oil Trade Intensity,Trade,1,1,24.310676512560594,100,NA
BHR,Bahrain,2015,1,ind_56,Services % of Total Trade,Trade,1,1,25,66.66666666666666,NA
BHR,Bahrain,2015,1,ind_63,Intermediate Goods Share,Trade,1,1,15.135067859837845,12.14534473742385,NA
BHR,Bahrain,2015,1,ind_64,Trade Diversification,Trade,1,1,56.63276023121369,51.27085655293031,NA
BHR,Bahrain,2015,1,ind_69_labor,GCC Labor Mobility,Labor,1,1,0.46120546849572586,30.636870769563057,NA
BHR,Bahrain,2015,1,ind_71_student,Student Mobility,Labor,1,1,0.6396945195508081,13.979823163371089,NA
BHR,Bahrain,2015,1,ind_72_tourism,Intra-GCC Tourism Share,Labor,1,1,37.04239917269907,56.65393893044302,NA
BHR,Bahrain,2015,1,ind_bank_depth,Banking Depth,Financial,1,1,244.34279651432522,74.29528482195197,NA
BHR,Bahrain,2015,1,ind_conv_fiscal,Fiscal Balance Convergence,Convergence,1,1,142.929364092436,23.189786362807574,NA
BHR,Bahrain,2015,1,ind_conv_income,Real Income Convergence,Convergence,1,1,73.77049180327869,66.66666666666666,NA
BHR,Bahrain,2015,1,ind_conv_interest,Interest Rate Convergence,Convergence,1,1,94.36619718309859,94.85622936431646,NA
BHR,Bahrain,2015,1,ind_conv_manufacturing,Manufacturing Convergence,Convergence,1,1,38.90574036772495,19.534921004794885,NA
BHR,Bahrain,2015,1,ind_conv_non_oil,Non-oil Convergence,Convergence,1,1,79.94886386016148,30.470603164933397,NA
BHR,Bahrain,2015,1,ind_conv_oil,Oil Dependency Convergence,Convergence,1,1,48.25144614728758,19.226521808785705,NA
BHR,Bahrain,2015,1,ind_conv_price,Price Level Convergence,Convergence,1,1,89.98125390543638,78.85611187367904,NA
BHR,Bahrain,2015,1,ind_elec_pc,Electricity Per Capita,Infrastructure,1,1,12539.628642027203,42.68386044688518,NA
BHR,Bahrain,2015,1,ind_fiscal_balance,Fiscal Balance Ratio,Financial,1,1,-63.424749425895186,29.457231672785195,NA
BHR,Bahrain,2015,1,ind_gdp_growth,Real GDP Growth,Financial,1,1,2.5078292903617294,54.12801536700511,NA
BHR,Bahrain,2015,1,ind_inflation,Inflation Rate,Financial,-1,1,2.785633860257275,28.949963911338898,NA
BHR,Bahrain,2015,1,ind_lfpr,Labor Force Participation,Labor,1,1,71.6,50.14245014245014,NA
BHR,Bahrain,2015,1,ind_m2_growth,M2 Money Supply Growth,Financial,1,1,1.9657339475517732,24.070430619221067,NA
BHR,Bahrain,2015,1,ind_manufacturing_share,Manufacturing Share,Sustainability,1,1,17.173240954151282,74.15561610208675,NA
BHR,Bahrain,2015,1,ind_non_oil_share,Non-oil GDP Share,Sustainability,1,1,86.52504725878678,94.52015098255144,NA
BHR,Bahrain,2015,1,ind_nonoil_rev_share,Non-oil Revenue Share,Sustainability,1,1,27.1361228217068,49.81210842740475,NA
BHR,Bahrain,2015,1,ind_oil_share,Oil Dependency,Sustainability,-1,1,13.474952741213212,94.52015098255144,NA
BHR,Bahrain,2015,1,ind_unemployment,Unemployment Rate,Labor,-1,1,3.4,74.90017494703352,NA
BHR,Bahrain,2015,2,Convergence,Convergence,Index,1,0.1,NA,47.54297717799767,NA
BHR,Bahrain,2015,2,Financial,Financial Integration,Index,1,0.2,NA,62.000683234629605,NA
BHR,Bahrain,2015,2,Infrastructure,Infrastructure,Index,1,0.2,NA,49.00974274222902,NA
BHR,Bahrain,2015,2,Labor,Labor & Mobility,Index,1,0.2,NA,45.26265159057217,NA
BHR,Bahrain,2015,2,Sustainability,Sustainability,Index,1,0.1,NA,78.25200662364858,NA
BHR,Bahrain,2015,2,Trade,Trade Integration,Index,1,0.2,NA,71.680477992836785,NA
BHR,Bahrain,2015,3,Index,GCC Economic Integration Index,NA,1,1,NA,58.17020949221814,Moderate
GCC,GCC,2015,1,ind_31_fdi,Intra-GCC FDI,Financial,1,1,5.793735633699214,15.293942645350414,NA
GCC,GCC,2015,1,ind_39_banking,GCC Banking Penetration,Financial,1,1,0.4968096194172201,56.39030372158699,NA
GCC,GCC,2015,1,ind_3_aviation,Aviation Connectivity,Infrastructure,1,1,4685.596884578571,70.41782049398344,NA
GCC,GCC,2015,1,ind_44_stock,Stock Market Openness,Financial,1,1,92.68282626505572,92.68282626505572,NA
GCC,GCC,2015,1,ind_51,Intra-GCC Trade Intensity,Trade,1,1,6.540221906832322,11.925081011761362,NA
GCC,GCC,2015,1,ind_52,Services Trade Share,Trade,1,1,1.3602082908584003,11.643087370521664,NA
GCC,GCC,2015,1,ind_55,Non-oil Trade Intensity,Trade,1,1,5.503180761774823,19.426311815935204,NA
GCC,GCC,2015,1,ind_56,Services % of Total Trade,Trade,1,1,18.75,25,NA
GCC,GCC,2015,1,ind_63,Intermediate Goods Share,Trade,1,1,37.35648319357817,84.04281891173662,NA
GCC,GCC,2015,1,ind_64,Trade Diversification,Trade,1,1,60.09009452362854,68.29956694759156,NA
GCC,GCC,2015,1,ind_69_labor,GCC Labor Mobility,Labor,1,1,0.47688896764338734,31.782210750043106,NA
GCC,GCC,2015,1,ind_71_student,Student Mobility,Labor,1,1,0.8648163301651786,19.966166833827156,NA
GCC,GCC,2015,1,ind_72_tourism,Intra-GCC Tourism Share,Labor,1,1,32.30267982462203,46.97921720910536,NA
GCC,GCC,2015,1,ind_bank_depth,Banking Depth,Financial,1,1,130.20811260570022,25.563929469039813,NA
GCC,GCC,2015,1,ind_conv_fiscal,Fiscal Balance Convergence,Convergence,1,1,129.79964712891856,21.059535988285596,NA
GCC,GCC,2015,1,ind_conv_income,Real Income Convergence,Convergence,1,1,76.11475409836065,71.96296296296293,NA
GCC,GCC,2015,1,ind_conv_interest,Interest Rate Convergence,Convergence,1,1,72.47417840375587,72.85052799487332,NA
GCC,GCC,2015,1,ind_conv_manufacturing,Manufacturing Convergence,Convergence,1,1,77.6571831475926,79.16399903117306,NA
GCC,GCC,2015,1,ind_conv_non_oil,Non-oil Convergence,Convergence,1,1,90.20672303907463,68.23057887357278,NA
GCC,GCC,2015,1,ind_conv_oil,Oil Dependency Convergence,Convergence,1,1,74.72545175024126,63.30614757363189,NA
GCC,GCC,2015,1,ind_conv_price,Price Level Convergence,Convergence,1,1,84.57446365340556,37.77203911360522,NA
GCC,GCC,2015,1,ind_elec_pc,Electricity Per Capita,Infrastructure,1,1,12756.892232064642,44.56585143553217,NA
GCC,GCC,2015,1,ind_fiscal_balance,Fiscal Balance Ratio,Financial,1,1,-50.65921385924473,39.10622279161771,NA
GCC,GCC,2015,1,ind_gdp_growth,Real GDP Growth,Financial,1,1,4.341066529241292,62.9867926382948,NA
GCC,GCC,2015,1,ind_inflation,Inflation Rate,Financial,-1,1,2.0454712607962646,38.745468636139826,NA
GCC,GCC,2015,1,ind_lfpr,Labor Force Participation,Labor,1,1,65.53399999999999,32.86039886039886,NA
GCC,GCC,2015,1,ind_m2_growth,M2 Money Supply Growth,Financial,1,1,3.674034643951466,32.0445800743856,NA
GCC,GCC,2015,1,ind_manufacturing_share,Manufacturing Share,Sustainability,1,1,11.219624337298484,33.25365878112411,NA
GCC,GCC,2015,1,ind_non_oil_share,Non-oil GDP Share,Sustainability,1,1,74.31844762917227,65.4554855364639,NA
GCC,GCC,2015,1,ind_nonoil_rev_share,Non-oil Revenue Share,Sustainability,1,1,20.931743462339533,34.26860142508961,NA
GCC,GCC,2015,1,ind_oil_share,Oil Dependency,Sustainability,-1,1,25.681615824995756,65.45533444818211,NA
GCC,GCC,2015,1,ind_unemployment,Unemployment Rate,Labor,-1,1,8.25997165,34.30635192627584,NA
GCC,GCC,2015,2,Convergence,Convergence,Index,1,0.1,NA,59.192255934014966,NA
GCC,GCC,2015,2,Financial,Financial Integration,Index,1,0.2,NA,45.35175828018386,NA
GCC,GCC,2015,2,Infrastructure,Infrastructure,Index,1,0.2,NA,57.491835964757804,NA
GCC,GCC,2015,2,Labor,Labor & Mobility,Index,1,0.2,NA,33.17886911593006,NA
GCC,GCC,2015,2,Sustainability,Sustainability,Index,1,0.1,NA,49.608270047714925,NA
GCC,GCC,2015,2,Trade,Trade Integration,Index,1,0.2,NA,36.72281100959107,NA
GCC,GCC,2015,3,Index,GCC Economic Integration Index,NA,1,1,NA,45.42910747226555,Moderate
KWT,Kuwait,2015,1,ind_31_fdi,Intra-GCC FDI,Financial,1,1,21.013671121331562,73.97451906753125,NA
KWT,Kuwait,2015,1,ind_39_banking,GCC Banking Penetration,Financial,1,1,2.014590165627012,86.79889198343008,NA
KWT,Kuwait,2015,1,ind_3_aviation,Aviation Connectivity,Infrastructure,1,1,52.133,0.5106371224989175,NA
KWT,Kuwait,2015,1,ind_44_stock,Stock Market Openness,Financial,1,1,100,100,NA
KWT,Kuwait,2015,1,ind_51,Intra-GCC Trade Intensity,Trade,1,1,5.941533257754336,11.494083940715196,NA
KWT,Kuwait,2015,1,ind_52,Services Trade Share,Trade,1,1,0.8912299886631505,6.355511314725258,NA
KWT,Kuwait,2015,1,ind_55,Non-oil Trade Intensity,Trade,1,1,5.835657451988998,21.340398323478556,NA
KWT,Kuwait,2015,1,ind_56,Services % of Total Trade,Trade,1,1,15,0,NA
KWT,Kuwait,2015,1,ind_63,Intermediate Goods Share,Trade,1,1,33.32549817016039,71.00055147442487,NA
KWT,Kuwait,2015,1,ind_64,Trade Diversification,Trade,1,1,59.416874581836034,64.98369800027956,NA
KWT,Kuwait,2015,1,ind_69_labor,GCC Labor Mobility,Labor,1,1,0.9811054106603551,68.60430290980693,NA
KWT,Kuwait,2015,1,ind_71_student,Student Mobility,Labor,1,1,3.8635341678131563,99.70679924033367,NA
KWT,Kuwait,2015,1,ind_72_tourism,Intra-GCC Tourism Share,Labor,1,1,40.98764073212152,64.70697148528282,NA
KWT,Kuwait,2015,1,ind_bank_depth,Banking Depth,Financial,1,1,180.2021854876765,46.909578729359616,NA
KWT,Kuwait,2015,1,ind_conv_fiscal,Fiscal Balance Convergence,Convergence,1,1,103.97462660303084,16.869517284899015,NA
KWT,Kuwait,2015,1,ind_conv_income,Real Income Convergence,Convergence,1,1,81.96721311475409,85.18518518518515,NA
KWT,Kuwait,2015,1,ind_conv_interest,Interest Rate Convergence,Convergence,1,1,94.83568075117371,95.32815090344242,NA
KWT,Kuwait,2015,1,ind_conv_manufacturing,Manufacturing Convergence,Convergence,1,1,65.42991516621834,60.34919720166319,NA
KWT,Kuwait,2015,1,ind_conv_non_oil,Non-oil Convergence,Convergence,1,1,78.83450049281632,26.368545128491405,NA
KWT,Kuwait,2015,1,ind_conv_oil,Oil Dependency Convergence,Convergence,1,1,45.37560637474972,14.438204436858204,NA
KWT,Kuwait,2015,1,ind_conv_price,Price Level Convergence,Convergence,1,1,86.02374505311393,48.78455850125417,NA
KWT,Kuwait,2015,1,ind_elec_pc,Electricity Per Capita,Infrastructure,1,1,17196.541653792177,83.0231935194184,NA
KWT,Kuwait,2015,1,ind_fiscal_balance,Fiscal Balance Ratio,Financial,1,1,-42.61115471200156,45.189449839173854,NA
KWT,Kuwait,2015,1,ind_gdp_growth,Real GDP Growth,Financial,1,1,-4.8724789594469575,18.464051319189785,NA
KWT,Kuwait,2015,1,ind_inflation,Inflation Rate,Financial,-1,1,3.5352956223372756,19.028744792992935,NA
KWT,Kuwait,2015,1,ind_lfpr,Labor Force Participation,Labor,1,1,75.9,62.39316239316241,NA
KWT,Kuwait,2015,1,ind_m2_growth,M2 Money Supply Growth,Financial,1,1,1.561731486031444,22.18459400087451,NA
KWT,Kuwait,2015,1,ind_manufacturing_share,Manufacturing Share,Sustainability,1,1,6.975069759307699,4.0931331093770895,NA
KWT,Kuwait,2015,1,ind_non_oil_share,Non-oil GDP Share,Sustainability,1,1,56.8187782314557,23.78769500552877,NA
KWT,Kuwait,2015,1,ind_nonoil_rev_share,Non-oil Revenue Share,Sustainability,1,1,29.693685148156547,56.219435514844996,NA
KWT,Kuwait,2015,1,ind_oil_share,Oil Dependency,Sustainability,-1,1,43.18122176854429,23.78769500552879,NA
KWT,Kuwait,2015,1,ind_unemployment,Unemployment Rate,Labor,-1,1,4.7,64.04168157969362,NA
KWT,Kuwait,2015,2,Convergence,Convergence,Index,1,0.1,NA,49.61762266311336,NA
KWT,Kuwait,2015,2,Financial,Financial Integration,Index,1,0.2,NA,51.568728716569005,NA
KWT,Kuwait,2015,2,Infrastructure,Infrastructure,Index,1,0.2,NA,41.76691532095866,NA
KWT,Kuwait,2015,2,Labor,Labor & Mobility,Index,1,0.2,NA,71.8905835216559,NA
KWT,Kuwait,2015,2,Sustainability,Sustainability,Index,1,0.1,NA,26.971989658819915,NA
KWT,Kuwait,2015,2,Trade,Trade Integration,Index,1,0.2,NA,29.195707175603903,NA
KWT,Kuwait,2015,3,Index,GCC Economic Integration Index,NA,1,1,NA,46.543348179150826,Moderate
OMN,Oman,2015,1,ind_31_fdi,Intra-GCC FDI,Financial,1,1,2.642907686944298,3.1459016583871238,NA
OMN,Oman,2015,1,ind_39_banking,GCC Banking Penetration,Financial,1,1,0.4808730346117984,55.729026473335594,NA
OMN,Oman,2015,1,ind_3_aviation,Aviation Connectivity,Infrastructure,1,1,1282.1083360404828,19.614298233316543,NA
OMN,Oman,2015,1,ind_44_stock,Stock Market Openness,Financial,1,1,100,100,NA
OMN,Oman,2015,1,ind_51,Intra-GCC Trade Intensity,Trade,1,1,16.268216652179195,52.1199261374135,NA
OMN,Oman,2015,1,ind_52,Services Trade Share,Trade,1,1,2.928278997392255,37.642479208813185,NA
OMN,Oman,2015,1,ind_55,Non-oil Trade Intensity,Trade,1,1,13.5474617220855,59.65106492324761,NA
OMN,Oman,2015,1,ind_56,Services % of Total Trade,Trade,1,1,18,20,NA
OMN,Oman,2015,1,ind_63,Intermediate Goods Share,Trade,1,1,29.167522130552747,57.547404119261216,NA
OMN,Oman,2015,1,ind_64,Trade Diversification,Trade,1,1,65.26562205614812,93.79104449554758,NA
OMN,Oman,2015,1,ind_69_labor,GCC Labor Mobility,Labor,1,1,0.05554083549766272,1.0118541540125325,NA
OMN,Oman,2015,1,ind_71_student,Student Mobility,Labor,1,1,0.16902364033021147,1.4639428450632967,NA
OMN,Oman,2015,1,ind_72_tourism,Intra-GCC Tourism Share,Labor,1,1,48.68281760932831,80.41437722306193,NA
OMN,Oman,2015,1,ind_bank_depth,Banking Depth,Financial,1,1,105.46402800809109,14.999106068170963,NA
OMN,Oman,2015,1,ind_conv_fiscal,Fiscal Balance Convergence,Convergence,1,1,197.7258172700321,32.08031806493029,NA
OMN,Oman,2015,1,ind_conv_income,Real Income Convergence,Convergence,1,1,62.29508196721311,40.74074074074071,NA
OMN,Oman,2015,1,ind_conv_interest,Interest Rate Convergence,Convergence,1,1,46.948356807511736,47.19215391259525,NA
OMN,Oman,2015,1,ind_conv_manufacturing,Manufacturing Convergence,Convergence,1,1,83.63781296077178,88.36673875373684,NA
OMN,Oman,2015,1,ind_conv_non_oil,Non-oil Convergence,Convergence,1,1,96.44073887062396,91.17847494632007,NA
OMN,Oman,2015,1,ind_conv_oil,Oil Dependency Convergence,Convergence,1,1,90.81423669591054,90.09422150744827,NA
OMN,Oman,2015,1,ind_conv_price,Price Level Convergence,Convergence,1,1,81.60799833368048,15.231035790969752,NA
OMN,Oman,2015,1,ind_elec_pc,Electricity Per Capita,Infrastructure,1,1,7713.684348207858,0.880336574729478,NA
OMN,Oman,2015,1,ind_fiscal_balance,Fiscal Balance Ratio,Financial,1,1,-1.0091661060188302,76.63483781283539,NA
OMN,Oman,2015,1,ind_gdp_growth,Real GDP Growth,Financial,1,1,5.0173181244475895,66.25465242983404,NA
OMN,Oman,2015,1,ind_inflation,Inflation Rate,Financial,-1,1,0.08890560618235455,64.63916838280385,NA
OMN,Oman,2015,1,ind_lfpr,Labor Force Participation,Labor,1,1,65.4,32.478632478632505,NA
OMN,Oman,2015,1,ind_m2_growth,M2 Money Supply Growth,Financial,1,1,3.053421101127809,29.147628059553014,NA
OMN,Oman,2015,1,ind_manufacturing_share,Manufacturing Share,Sustainability,1,1,8.916098674976022,17.428201014604124,NA
OMN,Oman,2015,1,ind_non_oil_share,Non-oil GDP Share,Sustainability,1,1,69.50820922455185,54.00201166262395,NA
OMN,Oman,2015,1,ind_nonoil_rev_share,Non-oil Revenue Share,Sustainability,1,1,18.108989939450034,27.196904707737822,NA
OMN,Oman,2015,1,ind_oil_share,Oil Dependency,Sustainability,-1,1,30.491790775448163,54.00201166262393,NA
OMN,Oman,2015,1,ind_unemployment,Unemployment Rate,Labor,-1,1,1.839433,87.935102961487,NA
OMN,Oman,2015,2,Convergence,Convergence,Index,1,0.1,NA,57.84052624524873,NA
OMN,Oman,2015,2,Financial,Financial Integration,Index,1,0.2,NA,51.318790110615,NA
OMN,Oman,2015,2,Infrastructure,Infrastructure,Index,1,0.2,NA,10.247317404023011,NA
OMN,Oman,2015,2,Labor,Labor & Mobility,Index,1,0.2,NA,40.66078193245146,NA
OMN,Oman,2015,2,Sustainability,Sustainability,Index,1,0.1,NA,38.15728226189746,NA
OMN,Oman,2015,2,Trade,Trade Integration,Index,1,0.2,NA,53.45865314738052,NA
OMN,Oman,2015,3,Index,GCC Economic Integration Index,NA,1,1,NA,40.73688936960862,Moderate
QAT,Qatar,2015,1,ind_31_fdi,Intra-GCC FDI,Financial,1,1,5.899092964331616,15.700148630706625,NA
QAT,Qatar,2015,1,ind_39_banking,GCC Banking Penetration,Financial,1,1,0.41020760606943174,54.29749433704706,NA
QAT,Qatar,2015,1,ind_3_aviation,Aviation Connectivity,Infrastructure,1,1,1300.221,19.895619479326758,NA
QAT,Qatar,2015,1,ind_44_stock,Stock Market Openness,Financial,1,1,97.82608695652175,97.82608695652175,NA
QAT,Qatar,2015,1,ind_51,Intra-GCC Trade Intensity,Trade,1,1,6.61702429945482,14.151509506819288,NA
QAT,Qatar,2015,1,ind_52,Services Trade Share,Trade,1,1,1.3234048598909638,12.993270771073378,NA
QAT,Qatar,2015,1,ind_55,Non-oil Trade Intensity,Trade,1,1,4.714284082522671,15.769644737567527,NA
QAT,Qatar,2015,1,ind_56,Services % of Total Trade,Trade,1,1,20,33.33333333333333,NA
QAT,Qatar,2015,1,ind_63,Intermediate Goods Share,Trade,1,1,36.20354948603219,80.31249749800023,NA
QAT,Qatar,2015,1,ind_64,Trade Diversification,Trade,1,1,64.94354510396747,92.20469076761557,NA
QAT,Qatar,2015,1,ind_69_labor,GCC Labor Mobility,Labor,1,1,0.9602960058085397,67.08462652111447,NA
QAT,Qatar,2015,1,ind_71_student,Student Mobility,Labor,1,1,1.499030898392877,36.83093153991983,NA
QAT,Qatar,2015,1,ind_72_tourism,Intra-GCC Tourism Share,Labor,1,1,44.2101666099966,71.2847957863988,NA
QAT,Qatar,2015,1,ind_bank_depth,Banking Depth,Financial,1,1,211.37144149289432,60.21771643526671,NA
QAT,Qatar,2015,1,ind_conv_fiscal,Fiscal Balance Convergence,Convergence,1,1,123.76925387975355,20.08112590425686,NA
QAT,Qatar,2015,1,ind_conv_income,Real Income Convergence,Convergence,1,1,44.26229508196722,0,NA
QAT,Qatar,2015,1,ind_conv_interest,Interest Rate Convergence,Convergence,1,1,0,0,NA
QAT,Qatar,2015,1,ind_conv_manufacturing,Manufacturing Convergence,Convergence,1,1,83.63243448953267,88.3584625901111,NA
QAT,Qatar,2015,1,ind_conv_non_oil,Non-oil Convergence,Convergence,1,1,86.6542824725152,55.15376945748937,NA
QAT,Qatar,2015,1,ind_conv_oil,Oil Dependency Convergence,Convergence,1,1,65.55709971494485,48.04070067990069,NA
QAT,Qatar,2015,1,ind_conv_price,Price Level Convergence,Convergence,1,1,82.39950010414498,21.245346465454748,NA
QAT,Qatar,2015,1,ind_elec_pc,Electricity Per Capita,Infrastructure,1,1,17023.205444275347,81.52171237266627,NA
QAT,Qatar,2015,1,ind_fiscal_balance,Fiscal Balance Ratio,Financial,1,1,-33.82731044754947,51.82882935085893,NA
QAT,Qatar,2015,1,ind_gdp_growth,Real GDP Growth,Financial,1,1,4.753345721164037,64.9790549911276,NA
QAT,Qatar,2015,1,ind_inflation,Inflation Rate,Financial,-1,1,2.3351765934498836,34.91143276770354,NA
QAT,Qatar,2015,1,ind_lfpr,Labor Force Participation,Labor,1,1,88.6,98.57549857549857,NA
QAT,Qatar,2015,1,ind_m2_growth,M2 Money Supply Growth,Financial,1,1,9.815881823970729,60.71401013870224,NA
QAT,Qatar,2015,1,ind_manufacturing_share,Manufacturing Share,Sustainability,1,1,8.915525310147473,17.424261939373743,NA
QAT,Qatar,2015,1,ind_non_oil_share,Non-oil GDP Share,Sustainability,1,1,62.45476825289729,37.20733433188722,NA
QAT,Qatar,2015,1,ind_nonoil_rev_share,Non-oil Revenue Share,Sustainability,1,1,11.43099687921129,10.466878079608092,NA
QAT,Qatar,2015,1,ind_oil_share,Oil Dependency,Sustainability,-1,1,37.54523174710271,37.20733433188722,NA
QAT,Qatar,2015,1,ind_unemployment,Unemployment Rate,Labor,-1,1,0.8,96.61716168171333,NA
QAT,Qatar,2015,2,Convergence,Convergence,Index,1,0.1,NA,33.268486442458965,NA
QAT,Qatar,2015,2,Financial,Financial Integration,Index,1,0.2,NA,55.05934670099181,NA
QAT,Qatar,2015,2,Infrastructure,Infrastructure,Index,1,0.2,NA,50.70866592599651,NA
QAT,Qatar,2015,2,Labor,Labor & Mobility,Index,1,0.2,NA,74.07860282092899,NA
QAT,Qatar,2015,2,Sustainability,Sustainability,Index,1,0.1,NA,25.57645217068907,NA
QAT,Qatar,2015,2,Trade,Trade Integration,Index,1,0.2,NA,41.460824435734885,NA
QAT,Qatar,2015,3,Index,GCC Economic Integration Index,NA,1,1,NA,50.145981838045245,Moderate
SAU,Saudi Arabia,2015,1,ind_31_fdi,Intra-GCC FDI,Financial,1,1,3.009259891254939,4.558375353821243,NA
SAU,Saudi Arabia,2015,1,ind_39_banking,GCC Banking Penetration,Financial,1,1,0.16769304874078955,50,NA
SAU,Saudi Arabia,2015,1,ind_3_aviation,Aviation Connectivity,Infrastructure,1,1,6698.666395957357,100,NA
